variant,seed,round,server_da_steps_per_round,server_da_total_steps_so_far,accuracy,macro_f1,nll,ece,mean_confidence,error_count,recall_class_0,recall_class_1,recall_class_2,recall_class_3,checkpoint_sha256,evaluation_seconds,evidence_status,test_used_for_selection
DA50,42,22,50,1100,0.9794117647058823,0.9794746344730246,0.10696639936951306,0.014008017717038811,0.9902742391561761,28,0.9794117647058823,0.9941176470588236,0.9647058823529412,0.9794117647058823,781eba160593e648e0b3804ab3ca12f938da0d2cb305317863e36b04ac38b539,1.0947201999370009,canonical_postflight_pass,False
DA50,42,23,50,1150,0.9852941176470589,0.985344912473077,0.10229550721652905,0.010844964380649892,0.9947764271103284,20,0.9882352941176471,0.9911764705882353,0.9823529411764705,0.9794117647058823,b07cc6f9e046670fdddc8cd2dd67f1df3b0d4594cb39e4fadad81c763280d2c7,0.6542255999520421,canonical_postflight_pass,False
DA50,42,24,50,1200,0.9838235294117647,0.9839188774480988,0.10565426220172577,0.013351082845645802,0.9942321514820351,22,0.9794117647058823,0.9911764705882353,0.9852941176470589,0.9794117647058823,0ef0aa6cae6b35aca28fb4c5e5e2e973d3b47776bf59daf51a9182ea61c49d27,0.5932458000024781,canonical_postflight_pass,False
DA50,42,25,50,1250,0.975,0.9750870787155574,0.14588615963779256,0.019382179616128713,0.99308658667347,34,0.9470588235294117,0.9941176470588236,0.9823529411764705,0.9764705882352941,9f7c1e522e000961f11f06c28d692bc9e9afa431b9544a8519050fb680f33d80,0.7662092000246048,canonical_postflight_pass,False
DA30,42,1,30,30,0.8352941176470589,0.8351018635269307,0.8666306889562241,0.37533042049583265,0.45996369715122615,224,0.85,0.8647058823529412,0.6647058823529411,0.961764705882353,929a572fb21d9d49cbb8398178758b18db1a4064fbefa3744afa458b92506ad5,0.5025788999628276,blocked_observability_contract_technical_result_only,False
DA30,42,2,30,60,0.8639705882352942,0.8650000662183459,0.6972654096438623,0.30655313995392885,0.5574174482813653,185,0.8558823529411764,0.9117647058823529,0.7382352941176471,0.95,50aa4f0ba3a2314fbc01859c32c4e90c7708f36206c61f6b3b2faba76f5b22d7,0.42072539997752756,blocked_observability_contract_technical_result_only,False
DA30,42,3,30,90,0.8683823529411765,0.8688518797634328,0.5707506833760024,0.22715421303668443,0.641228139904492,179,0.9,0.7382352941176471,0.8647058823529412,0.9705882352941176,70179563f25f55dfdb31d26cc48723444d04a3b6e93587d5991aa47e25e9a83a,1.0371242000255734,blocked_observability_contract_technical_result_only,False
DA30,42,4,30,120,0.8661764705882353,0.8676576892024774,0.47860479246982873,0.15655600156854182,0.7125637655310771,182,0.8794117647058823,0.7294117647058823,0.9,0.9558823529411765,01905584582d6fc5f428c147ee6f4ab1012c78fa43fe8fdf3ccdc563210b020d,0.7040434000082314,blocked_observability_contract_technical_result_only,False
DA30,42,5,30,150,0.8529411764705882,0.8516469911799239,0.42010355103446756,0.09743674649473494,0.7814502212711993,200,0.9117647058823529,0.6147058823529412,0.9147058823529411,0.9705882352941176,78ebe44cfb19126806a95fa5855b8ebd27b3dbf761b16c3e8ebeebd417eea669,0.43262800003867596,blocked_observability_contract_technical_result_only,False
DA30,42,6,30,180,0.861764705882353,0.8625750371732038,0.36801790848915716,0.07596774850698079,0.8295564469169168,188,0.9117647058823529,0.6617647058823529,0.9147058823529411,0.9588235294117647,3c62be39057c72c0c7659f6644c833151568b6cb640ff6d67c36b9aa696002e2,0.6409197000321001,blocked_observability_contract_technical_result_only,False
DA30,42,7,30,210,0.8632352941176471,0.8645871885866614,0.34818399738332273,0.05324810230556658,0.863492659172591,186,0.8941176470588236,0.6735294117647059,0.9205882352941176,0.9647058823529412,a7a4fc7ab78ddf1a42734311da6c43dd916b5a045921d1a2a01e3404c6b7f40b,0.5916465999325737,blocked_observability_contract_technical_result_only,False
DA30,42,8,30,240,0.8948529411764706,0.8958389326154401,0.26893187398727086,0.03923069372334903,0.8955659872687914,143,0.9294117647058824,0.7735294117647059,0.9029411764705882,0.9735294117647059,36c760ab1f60f50633c0c7bb56bd43b34855a8e4c2c1717d5ccfc0aa088f0e1a,0.48062380007468164,blocked_observability_contract_technical_result_only,False
DA30,42,9,30,270,0.9125,0.9129102376696161,0.2380298109205344,0.03753747856792281,0.9153833796434543,119,0.961764705882353,0.8294117647058824,0.8647058823529412,0.9941176470588236,c280c5b6400eceee5e71ce16fb20828c3ba14c7f105621e81bc2ecfea28fa15c,0.6757093999767676,blocked_observability_contract_technical_result_only,False
