filename,client_id,unit_id,gas_code,gas,gas_type,class_label,classification_label,concentration_code,concentration,repeat_id,phase_label,regression_label,stage,channel,N,RMSE,MAE,max_abs_diff,pearson,cosine
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",conductance,1,5797,0.00022222720544413165,0.00013788599126568837,0.0011365607946313763,0.5642272310127048,0.999989295341146
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",conductance,2,5797,0.0006079318057473741,0.00027635578101554016,0.0032717245014941693,0.7631806767478346,0.9999106165395675
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",conductance,3,5797,0.0038091340955585225,0.001529960581390604,0.020425611701920643,0.7877041831902388,0.9998661858537371
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",conductance,4,5797,7.381427340694198e-05,4.3132064408733914e-05,0.00042334767588046544,0.7349089748238985,0.9999723326283584
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",conductance,5,5797,0.00010676350762765825,5.909918206236373e-05,0.0005729809664127075,0.6516469761674628,0.9999784320921344
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",conductance,6,5797,0.00023247825203173865,0.00010752293948452047,0.0011850596378158995,0.7897851023954912,0.999923290732696
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",conductance,7,5797,0.006958211494646701,0.0027109246809378924,0.035814378066622465,0.8704957710425839,0.9983781941933214
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",relative,0,5797,0.004463718116742312,0.0031772109034661667,0.02464415913334785,0.44267724784209617,0.6427147020514805
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",relative,1,5797,0.004660830953317296,0.0028919898150512467,0.02384180473146605,0.5642272310127051,0.8589765220030732
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",relative,2,5797,0.013548014736026312,0.006160848358171551,0.07289282945824894,0.7631806767478345,0.8358113428011972
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",relative,3,5797,0.016744722450356245,0.006730948506332495,0.08977296216195448,0.7877041831902382,0.8819806754128787
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",relative,4,5797,0.007503303094284654,0.004390797543084007,0.04299021137735058,0.7349089748238984,0.8441543135820511
B3_GCO_F010_R3.txt,3,3,CO,carbon_monoxide,carbon_monoxide,1,1,010,25.0,3,middle,"[0.0, 25.0, 0.0, 0.0]",relative,5,5797,0.006621207717430051,0.0036631654429728246,0.03557553800385839,0.6516469761674635,0.8283008210742667
